ItemIndex,ItemGroup,Name,ItemType,MediumGroup,LowGroup,Class,Job,Gender,IsPeriod,IsAutoActive,Limite,FunctionIndex,LevelLimite,SortIndex,CanDelete,UI_Category,Unlock
121000605,1210006,(Old)D.Eagle-Gold,1,2,1,0,0,0,1,0,72000,0,0,370906900,0,2,0
121000606,1210006,(Old)D.Eagle-Gold,1,2,1,0,0,0,1,0,129600,0,0,370906900,0,2,0
121000701,1210007,M93R(NewBase),1,2,1,0,0,0,1,0,1440,0,0,370506800,0,2,0
121000702,1210007,M93R(NewBase),1,2,1,0,0,0,1,0,10080,0,0,370506800,0,2,0
121000703,1210007,M93R(NewBase),1,2,1,0,0,0,1,0,21600,0,0,370506800,0,2,0
121000704,1210007,M93R(NewBase),1,2,1,0,0,0,1,0,43200,0,0,370506800,0,2,0
121000705,1210007,M93R(NewBase),1,2,1,0,0,0,1,0,72000,0,0,370506800,0,2,0
121000706,1210007,M93R(NewBase),1,2,1,0,0,0,1,0,129600,0,0,370506800,0,2,0
121000801,1210008,(Old)Golden DE. Crane_Cash,1,2,1,0,0,0,1,0,1440,0,0,370906900,0,2,0
121000802,1210008,(Old)Golden DE. Crane_Cash,1,2,1,0,0,0,1,0,10080,0,0,370906900,0,2,0
121000803,1210008,(Old)Golden DE. Crane_Cash,1,2,1,0,0,0,1,0,21600,0,0,370906900,0,2,0
121000804,1210008,(Old)Golden DE. Crane_Cash,1,2,1,0,0,0,1,0,43200,0,0,370906900,0,2,0
121000805,1210008,(Old)Golden DE. Crane_Cash,1,2,1,0,0,0,1,0,72000,0,0,370906900,0,2,0
121000806,1210008,(Old)Golden DE. Crane_Cash,1,2,1,0,0,0,1,0,129600,0,0,370906900,0,2,0
121000901,1210009,(Old)DE. Crane-Cute,1,2,1,0,0,0,1,0,1440,0,0,370906900,0,2,0
121000902,1210009,(Old)DE. Crane-Cute,1,2,1,0,0,0,1,0,10080,0,0,370906900,0,2,0
121000903,1210009,(Old)DE. Crane-Cute,1,2,1,0,0,0,1,0,21600,0,0,370906900,0,2,0
121000904,1210009,(Old)DE. Crane-Cute,1,2,1,0,0,0,1,0,43200,0,0,370906900,0,2,0
121000905,1210009,(Old)DE. Crane-Cute,1,2,1,0,0,0,1,0,72000,0,0,370906900,0,2,0
121000906,1210009,(Old)DE. Crane-Cute,1,2,1,0,0,0,1,0,129600,0,0,370906900,0,2,0
121001001,1210010,DE. Crane-Aqua,1,2,1,0,0,0,1,0,1440,0,0,370906900,0,2,0
121001002,1210010,DE. Crane-Aqua,1,2,1,0,0,0,1,0,10080,0,0,370906900,0,2,0
121001003,1210010,DE. Crane-Aqua,1,2,1,0,0,0,1,0,21600,0,0,370906900,0,2,0
121001004,1210010,DE. Crane-Aqua,1,2,1,0,0,0,1,0,43200,0,0,370906900,0,2,0
121001005,1210010,DE. Crane-Aqua,1,2,1,0,0,0,1,0,72000,0,0,370906900,0,2,0
121001006,1210010,DE. Crane-Aqua,1,2,1,0,0,0,1,0,129600,0,0,370906900,0,2,0
121001101,1210011,DE Crane(NewBase),1,2,1,0,0,0,1,1,1440,0,0,370506800,1,2,0
121001102,1210011,DE Crane(NewBase),1,2,1,0,0,0,1,1,10080,0,0,370506800,1,2,0
121001103,1210011,DE Crane(NewBase),1,2,1,0,0,0,1,1,21600,0,0,370506800,1,2,0
121001104,1210011,DE Crane(NewBase),1,2,1,0,0,0,1,1,43200,0,0,370506800,1,2,0
121001105,1210011,DE Crane(NewBase),1,2,1,0,0,0,1,1,72000,0,0,370506800,1,2,0
121001106,1210011,DE Crane(NewBase),1,2,1,0,0,0,1,1,129600,0,0,370506800,1,2,0
121001201,1210012,DE Crane-Gold,1,2,1,0,0,0,1,0,1440,0,0,370506800,0,2,0
121001202,1210012,DE Crane-Gold,1,2,1,0,0,0,1,0,10080,0,0,370506800,0,2,0
121001203,1210012,DE Crane-Gold,1,2,1,0,0,0,1,0,21600,0,0,370506800,0,2,0
121001204,1210012,DE Crane-Gold,1,2,1,0,0,0,1,0,43200,0,0,370506800,0,2,0
121001205,1210012,DE Crane-Gold,1,2,1,0,0,0,1,0,72000,0,0,370506800,0,2,0
121001206,1210012,DE Crane-Gold,1,2,1,0,0,0,1,0,129600,0,0,370506800,0,2,0
121001210,1210012,DE Crane-Gold,1,2,1,0,0,0,1,0,525600,0,0,370506800,0,2,0
121001301,1210013,Golden DE(Achieve),1,2,1,0,0,0,1,1,1440,0,0,370106800,1,2,1
121001302,1210013,Golden DE(Achieve),1,2,1,0,0,0,1,1,10080,0,0,370106800,1,2,1
121001303,1210013,Golden DE(Achieve),1,2,1,0,0,0,1,1,21600,0,0,370106800,1,2,1
121001304,1210013,Golden DE(Achieve),1,2,1,0,0,0,1,1,43200,0,0,370106800,1,2,1
121001305,1210013,Golden DE(Achieve),1,2,1,0,0,0,1,1,72000,0,0,370106800,1,2,1
121001306,1210013,Golden DE(Achieve),1,2,1,0,0,0,1,1,129600,0,0,370106800,1,2,1
121001401,1210014,Golden DE(Cash),1,2,1,0,0,0,1,0,1440,0,0,370906900,0,2,0
121001402,1210014,Golden DE(Cash),1,2,1,0,0,0,1,0,10080,0,0,370906900,0,2,0
121001403,1210014,Golden DE(Cash),1,2,1,0,0,0,1,0,21600,0,0,370906900,0,2,0
121001404,1210014,Golden DE(Cash),1,2,1,0,0,0,1,0,43200,0,0,370906900,0,2,0
121001405,1210014,Golden DE(Cash),1,2,1,0,0,0,1,0,72000,0,0,370906900,0,2,0
121001406,1210014,Golden DE(Cash),1,2,1,0,0,0,1,0,129600,0,0,370906900,0,2,0
121001501,1210015,Colt Anaconda(NewBase),1,2,1,0,0,0,1,1,1440,0,0,370506800,1,2,0
121001502,1210015,Colt Anaconda(NewBase),1,2,1,0,0,0,1,1,10080,0,0,370506800,1,2,0
121001503,1210015,Colt Anaconda(NewBase),1,2,1,0,0,0,1,1,21600,0,0,370506800,1,2,0
121001504,1210015,Colt Anaconda(NewBase),1,2,1,0,0,0,1,1,43200,0,0,370506800,1,2,0
121001505,1210015,Colt Anaconda(NewBase),1,2,1,0,0,0,1,1,72000,0,0,370506800,1,2,0
121001506,1210015,Colt Anaconda(NewBase),1,2,1,0,0,0,1,1,129600,0,0,370506800,1,2,0
121001601,1210016,Anaconda-Gold,1,2,1,0,0,0,1,0,1440,0,0,370506800,0,2,0
121001602,1210016,Anaconda-Gold,1,2,1,0,0,0,1,0,10080,0,0,370506800,0,2,0
121001603,1210016,Anaconda-Gold,1,2,1,0,0,0,1,0,21600,0,0,370506800,0,2,0
121001604,1210016,Anaconda-Gold,1,2,1,0,0,0,1,0,43200,0,0,370506800,0,2,0
121001605,1210016,Anaconda-Gold,1,2,1,0,0,0,1,0,72000,0,0,370506800,0,2,0
121001606,1210016,Anaconda-Gold,1,2,1,0,0,0,1,0,129600,0,0,370506800,0,2,0
121001610,1210016,Anaconda-Gold,1,2,1,0,0,0,1,0,525600,0,0,370506800,0,2,0
121001701,1210017,Glock(NewBase),1,2,1,0,0,0,1,1,1440,0,0,370506800,1,2,0
121001702,1210017,Glock(NewBase),1,2,1,0,0,0,1,1,10080,0,0,370506800,1,2,0
121001703,1210017,Glock(NewBase),1,2,1,0,0,0,1,1,21600,0,0,370506800,1,2,0
121001704,1210017,Glock(NewBase),1,2,1,0,0,0,1,1,43200,0,0,370506800,1,2,0
121001705,1210017,Glock(NewBase),1,2,1,0,0,0,1,1,72000,0,0,370506800,1,2,0
121001706,1210017,Glock(NewBase),1,2,1,0,0,0,1,1,129600,0,0,370506800,1,2,0
121001801,1210018,Glock W.Spray,1,2,1,0,0,0,1,0,1440,0,0,370906800,0,2,0
121001802,1210018,Glock W.Spray,1,2,1,0,0,0,1,0,10080,0,0,370906800,0,2,0
121001803,1210018,Glock W.Spray,1,2,1,0,0,0,1,0,21600,0,0,370906800,0,2,0
121001804,1210018,Glock W.Spray,1,2,1,0,0,0,1,0,43200,0,0,370906800,0,2,0
121001805,1210018,Glock W.Spray,1,2,1,0,0,0,1,0,72000,0,0,370906800,0,2,0
121001806,1210018,Glock W.Spray,1,2,1,0,0,0,1,0,129600,0,0,370906800,0,2,0
121001901,1210019,Glock-JadeEd,1,2,1,0,0,0,1,0,1440,0,0,370506800,0,2,0
121001902,1210019,Glock-JadeEd,1,2,1,0,0,0,1,0,10080,0,0,370506800,0,2,0
121001903,1210019,Glock-JadeEd,1,2,1,0,0,0,1,0,21600,0,0,370506800,0,2,0
121001904,1210019,Glock-JadeEd,1,2,1,0,0,0,1,0,43200,0,0,370506800,0,2,0
121001905,1210019,Glock-JadeEd,1,2,1,0,0,0,1,0,72000,0,0,370506800,0,2,0
121001906,1210019,Glock-JadeEd,1,2,1,0,0,0,1,0,129600,0,0,370506800,0,2,0
121001910,1210019,Glock-JadeEd,1,2,1,0,0,0,1,0,525600,0,0,370506800,0,2,0
121009999,1210099,G19C3,1,2,1,0,0,0,1,1,0,0,0,370506800,0,2,0
131000301,1310003,(Old)Combat Knife,1,3,1,0,0,0,1,1,1440,0,0,350506350,1,3,0
131000302,1310003,(Old)Combat Knife,1,3,1,0,0,0,1,1,10080,0,0,350506350,1,3,0
131000303,1310003,(Old)Combat Knife,1,3,1,0,0,0,1,1,21600,0,0,350506350,1,3,0
131000304,1310003,(Old)Combat Knife,1,3,1,0,0,0,1,1,43200,0,0,350506350,1,3,0
131000305,1310003,(Old)Combat Knife,1,3,1,0,0,0,1,1,72000,0,0,350506350,1,3,0
131000401,1310004,(Old)Ottoman Quama,1,3,1,0,0,0,1,1,1440,0,0,350506350,1,3,0
131000402,1310004,(Old)Ottoman Quama,1,3,1,0,0,0,1,1,10080,0,0,350506350,1,3,0
131000403,1310004,(Old)Ottoman Quama,1,3,1,0,0,0,1,1,21600,0,0,350506350,1,3,0
131000404,1310004,(Old)Ottoman Quama,1,3,1,0,0,0,1,1,43200,0,0,350506350,1,3,0
131000405,1310004,(Old)Ottoman Quama,1,3,1,0,0,0,1,1,72000,0,0,350506350,1,3,0
131000501,1310005,(Old)Feux CombatKnife,1,3,1,0,0,0,1,1,1440,0,0,350106000,1,3,0
131000502,1310005,(Old)Feux CombatKnife,1,3,1,0,0,0,1,1,10080,0,0,350106000,1,3,0
131000503,1310005,(Old)Feux CombatKnife,1,3,1,0,0,0,1,1,21600,0,0,350106000,1,3,0
131000504,1310005,(Old)Feux CombatKnife,1,3,1,0,0,0,1,1,43200,0,0,350106000,1,3,0
131000505,1310005,(Old)Feux CombatKnife,1,3,1,0,0,0,1,1,72000,0,0,350106000,1,3,0
131000601,1310006,(Old)Feux CombatKnife_Cash,1,3,1,0,0,0,1,0,1440,0,0,350906600,0,3,0
131000602,1310006,(Old)Feux CombatKnife_Cash,1,3,1,0,0,0,1,0,10080,0,0,350906600,0,3,0
131000603,1310006,(Old)Feux CombatKnife_Cash,1,3,1,0,0,0,1,0,21600,0,0,350906600,0,3,0
131000604,1310006,(Old)Feux CombatKnife_Cash,1,3,1,0,0,0,1,0,43200,0,0,350906600,0,3,0
131000605,1310006,(Old)Feux CombatKnife_Cash,1,3,1,0,0,0,1,0,72000,0,0,350906600,0,3,0
131000606,1310006,(Old)Feux CombatKnife_Cash,1,3,1,0,0,0,1,0,129600,0,0,350906600,0,3,0
131000701,1310007,CombatKnife-Aqua,1,3,1,0,0,0,1,0,1440,0,0,350906600,0,3,0
131000702,1310007,CombatKnife-Aqua,1,3,1,0,0,0,1,0,10080,0,0,350906600,0,3,0
131000703,1310007,CombatKnife-Aqua,1,3,1,0,0,0,1,0,21600,0,0,350906600,0,3,0
131000704,1310007,CombatKnife-Aqua,1,3,1,0,0,0,1,0,43200,0,0,350906600,0,3,0
131000705,1310007,CombatKnife-Aqua,1,3,1,0,0,0,1,0,72000,0,0,350906600,0,3,0
131000706,1310007,CombatKnife-Aqua,1,3,1,0,0,0,1,0,129600,0,0,350906600,0,3,0
131000801,1310008,Combat Knife(NewBase),1,3,1,0,0,0,1,1,1440,0,0,350506350,1,3,0
131000802,1310008,Combat Knife(NewBase),1,3,1,0,0,0,1,1,10080,0,0,350506350,1,3,0
131000803,1310008,Combat Knife(NewBase),1,3,1,0,0,0,1,1,21600,0,0,350506350,1,3,0
131000804,1310008,Combat Knife(NewBase),1,3,1,0,0,0,1,1,43200,0,0,350506350,1,3,0
131000805,1310008,Combat Knife(NewBase),1,3,1,0,0,0,1,1,72000,0,0,350506350,1,3,0
131000806,1310008,Combat Knife(NewBase),1,3,1,0,0,0,1,1,129600,0,0,350506350,1,3,0
131000901,1310009,Feux CombatKnife(Achieve),1,3,1,0,0,0,1,1,1440,0,0,350106350,1,3,1
131000902,1310009,Feux CombatKnife(Achieve),1,3,1,0,0,0,1,1,10080,0,0,350106350,1,3,1
131000903,1310009,Feux CombatKnife(Achieve),1,3,1,0,0,0,1,1,21600,0,0,350106350,1,3,1
131000904,1310009,Feux CombatKnife(Achieve),1,3,1,0,0,0,1,1,43200,0,0,350106350,1,3,1
131000905,1310009,Feux CombatKnife(Achieve),1,3,1,0,0,0,1,1,72000,0,0,350106350,1,3,1
131000906,1310009,Feux CombatKnife(Achieve),1,3,1,0,0,0,1,1,129600,0,0,350106350,1,3,1
131001001,1310010,Feux CombatKnife(Cash),1,3,1,0,0,0,1,0,1440,0,0,350906600,0,3,0
131001002,1310010,Feux CombatKnife(Cash),1,3,1,0,0,0,1,0,10080,0,0,350906600,0,3,0
131001003,1310010,Feux CombatKnife(Cash),1,3,1,0,0,0,1,0,21600,0,0,350906600,0,3,0
131001004,1310010,Feux CombatKnife(Cash),1,3,1,0,0,0,1,0,43200,0,0,350906600,0,3,0
131001005,1310010,Feux CombatKnife(Cash),1,3,1,0,0,0,1,0,72000,0,0,350906600,0,3,0
131001006,1310010,Feux CombatKnife(Cash),1,3,1,0,0,0,1,0,129600,0,0,350906600,0,3,0
131001101,1310011,Ottoman Quama(NewBase),1,3,1,0,0,0,1,1,1440,0,0,350506350,1,3,0
131001102,1310011,Ottoman Quama(NewBase),1,3,1,0,0,0,1,1,10080,0,0,350506350,1,3,0
131001103,1310011,Ottoman Quama(NewBase),1,3,1,0,0,0,1,1,21600,0,0,350506350,1,3,0
131001104,1310011,Ottoman Quama(NewBase),1,3,1,0,0,0,1,1,43200,0,0,350506350,1,3,0
131001105,1310011,Ottoman Quama(NewBase),1,3,1,0,0,0,1,1,72000,0,0,350506350,1,3,0
131001106,1310011,Ottoman Quama(NewBase),1,3,1,0,0,0,1,1,129600,0,0,350506350,1,3,0
131001201,1310012,(Bombmode)CombatKnife-Aqua,1,3,1,0,0,0,1,1,60,0,0,350906600,1,3,0
131009999,1310099,M9 Knife,1,3,1,0,0,0,1,1,0,0,0,350506350,0,3,0
132000101,1320001,(Old)Hand Axe,1,3,2,0,0,0,1,1,1440,0,0,350506200,1,3,0
132000102,1320001,(Old)Hand Axe,1,3,2,0,0,0,1,1,10080,0,0,350506200,1,3,0
132000103,1320001,(Old)Hand Axe,1,3,2,0,0,0,1,1,21600,0,0,350506200,1,3,0
132000104,1320001,(Old)Hand Axe,1,3,2,0,0,0,1,1,43200,0,0,350506200,1,3,0
132000105,1320001,(Old)Hand Axe,1,3,2,0,0,0,1,1,72000,0,0,350506200,1,3,0
132000201,1320002,(Old)Meat Axe,1,3,2,0,0,0,1,0,1440,0,0,350906500,0,3,0
132000202,1320002,(Old)Meat Axe,1,3,2,0,0,0,1,0,10080,0,0,350906500,0,3,0
132000203,1320002,(Old)Meat Axe,1,3,2,0,0,0,1,0,21600,0,0,350906500,0,3,0
132000204,1320002,(Old)Meat Axe,1,3,2,0,0,0,1,0,43200,0,0,350906500,0,3,0
132000205,1320002,(Old)Meat Axe,1,3,2,0,0,0,1,0,72000,0,0,350906500,0,3,0
132000206,1320002,(Old)Meat Axe,1,3,2,0,0,0,1,0,129600,0,0,350906500,0,3,0
132000301,1320003,(Old)Dusky HandAxe,1,3,2,0,0,0,1,1,1440,0,0,350105900,1,3,0
132000302,1320003,(Old)Dusky HandAxe,1,3,2,0,0,0,1,1,10080,0,0,350105900,1,3,0
132000303,1320003,(Old)Dusky HandAxe,1,3,2,0,0,0,1,1,21600,0,0,350105900,1,3,0
132000304,1320003,(Old)Dusky HandAxe,1,3,2,0,0,0,1,1,43200,0,0,350105900,1,3,0
132000305,1320003,(Old)Dusky HandAxe,1,3,2,0,0,0,1,1,72000,0,0,350105900,1,3,0
132000401,1320004,(Old)HandAxe-Gold,1,3,2,0,0,0,1,0,1440,0,0,350906500,0,3,0
132000402,1320004,(Old)HandAxe-Gold,1,3,2,0,0,0,1,0,10080,0,0,350906500,0,3,0
132000403,1320004,(Old)HandAxe-Gold,1,3,2,0,0,0,1,0,21600,0,0,350906500,0,3,0
132000404,1320004,(Old)HandAxe-Gold,1,3,2,0,0,0,1,0,43200,0,0,350906500,0,3,0
132000405,1320004,(Old)HandAxe-Gold,1,3,2,0,0,0,1,0,72000,0,0,350906500,0,3,0
132000406,1320004,(Old)HandAxe-Gold,1,3,2,0,0,0,1,0,129600,0,0,350906500,0,3,0
132000501,1320005,(Old)Dusky HandAxe_Cash,1,3,2,0,0,0,1,0,1440,0,0,350906500,0,3,0
132000502,1320005,(Old)Dusky HandAxe_Cash,1,3,2,0,0,0,1,0,10080,0,0,350906500,0,3,0
132000503,1320005,(Old)Dusky HandAxe_Cash,1,3,2,0,0,0,1,0,21600,0,0,350906500,0,3,0
132000504,1320005,(Old)Dusky HandAxe_Cash,1,3,2,0,0,0,1,0,43200,0,0,350906500,0,3,0
132000505,1320005,(Old)Dusky HandAxe_Cash,1,3,2,0,0,0,1,0,72000,0,0,350906500,0,3,0
132000506,1320005,(Old)Dusky HandAxe_Cash,1,3,2,0,0,0,1,0,129600,0,0,350906500,0,3,0
132000601,1320006,Hand Axe(NewBase),1,3,2,0,0,0,1,1,1440,0,0,350506200,1,3,0
132000602,1320006,Hand Axe(NewBase),1,3,2,0,0,0,1,1,10080,0,0,350506200,1,3,0
132000603,1320006,Hand Axe(NewBase),1,3,2,0,0,0,1,1,21600,0,0,350506200,1,3,0
132000604,1320006,Hand Axe(NewBase),1,3,2,0,0,0,1,1,43200,0,0,350506200,1,3,0
132000605,1320006,Hand Axe(NewBase),1,3,2,0,0,0,1,1,72000,0,0,350506200,1,3,0
132000606,1320006,Hand Axe(NewBase),1,3,2,0,0,0,1,1,129600,0,0,350506200,1,3,0
132000701,1320007,HandAxe-Gold,1,3,2,0,0,0,1,0,1440,0,0,350506200,0,3,0
132000702,1320007,HandAxe-Gold,1,3,2,0,0,0,1,0,10080,0,0,350506200,0,3,0
132000703,1320007,HandAxe-Gold,1,3,2,0,0,0,1,0,21600,0,0,350506200,0,3,0
132000704,1320007,HandAxe-Gold,1,3,2,0,0,0,1,0,43200,0,0,350506200,0,3,0
132000705,1320007,HandAxe-Gold,1,3,2,0,0,0,1,0,72000,0,0,350506200,0,3,0
132000706,1320007,HandAxe-Gold,1,3,2,0,0,0,1,0,129600,0,0,350506200,0,3,0
132000710,1320007,HandAxe-Gold,1,3,2,0,0,0,1,0,525600,0,0,350506200,0,3,0
132000801,1320008,Dusky HandAxe(Achieve),1,3,2,0,0,0,1,1,1440,0,0,350106200,1,3,1
132000802,1320008,Dusky HandAxe(Achieve),1,3,2,0,0,0,1,1,10080,0,0,350106200,1,3,1
132000803,1320008,Dusky HandAxe(Achieve),1,3,2,0,0,0,1,1,21600,0,0,350106200,1,3,1
132000804,1320008,Dusky HandAxe(Achieve),1,3,2,0,0,0,1,1,43200,0,0,350106200,1,3,1
132000805,1320008,Dusky HandAxe(Achieve),1,3,2,0,0,0,1,1,72000,0,0,350106200,1,3,1
132000806,1320008,Dusky HandAxe(Achieve),1,3,2,0,0,0,1,1,129600,0,0,350106200,1,3,1
132000901,1320009,Dusky HandAxe(Cash),1,3,2,0,0,0,1,0,1440,0,0,350906200,0,3,0
132000902,1320009,Dusky HandAxe(Cash),1,3,2,0,0,0,1,0,10080,0,0,350906200,0,3,0
132000903,1320009,Dusky HandAxe(Cash),1,3,2,0,0,0,1,0,21600,0,0,350906200,0,3,0
132000904,1320009,Dusky HandAxe(Cash),1,3,2,0,0,0,1,0,43200,0,0,350906200,0,3,0
132000905,1320009,Dusky HandAxe(Cash),1,3,2,0,0,0,1,0,72000,0,0,350906200,0,3,0
132000906,1320009,Dusky HandAxe(Cash),1,3,2,0,0,0,1,0,129600,0,0,350906200,0,3,0
132001001,1320010,Meat Axe(NewBase),1,3,2,0,0,0,1,0,1440,0,0,350906200,0,3,0
132001002,1320010,Meat Axe(NewBase),1,3,2,0,0,0,1,0,10080,0,0,350906200,0,3,0
132001003,1320010,Meat Axe(NewBase),1,3,2,0,0,0,1,0,21600,0,0,350906200,0,3,0
132001004,1320010,Meat Axe(NewBase),1,3,2,0,0,0,1,0,43200,0,0,350906200,0,3,0
132001005,1320010,Meat Axe(NewBase),1,3,2,0,0,0,1,0,72000,0,0,350906200,0,3,0
132001006,1320010,Meat Axe(NewBase),1,3,2,0,0,0,1,0,129600,0,0,350906200,0,3,0
132001101,1320011,(Bombmode)Hand Axe,1,3,2,0,0,0,1,1,60,0,0,350506200,1,3,0
133000101,1330001,(Old)Punisher,1,3,3,0,0,0,1,1,1440,0,0,350506100,1,3,0
133000102,1330001,(Old)Punisher,1,3,3,0,0,0,1,1,10080,0,0,350506100,1,3,0
133000103,1330001,(Old)Punisher,1,3,3,0,0,0,1,1,21600,0,0,350506100,1,3,0
133000104,1330001,(Old)Punisher,1,3,3,0,0,0,1,1,43200,0,0,350506100,1,3,0
133000105,1330001,(Old)Punisher,1,3,3,0,0,0,1,1,72000,0,0,350506100,1,3,0
133000201,1330002,(Old)Bluish Punisher,1,3,3,0,0,0,1,1,1440,0,0,350105800,1,3,0
133000202,1330002,(Old)Bluish Punisher,1,3,3,0,0,0,1,1,10080,0,0,350105800,1,3,0
133000203,1330002,(Old)Bluish Punisher,1,3,3,0,0,0,1,1,21600,0,0,350105800,1,3,0
133000204,1330002,(Old)Bluish Punisher,1,3,3,0,0,0,1,1,43200,0,0,350105800,1,3,0
133000205,1330002,(Old)Bluish Punisher,1,3,3,0,0,0,1,1,72000,0,0,350105800,1,3,0
133000301,1330003,(Old)Punisher_Cash,1,3,3,0,0,0,1,0,1440,0,0,350906400,0,3,0
133000302,1330003,(Old)Punisher_Cash,1,3,3,0,0,0,1,0,10080,0,0,350906400,0,3,0
133000303,1330003,(Old)Punisher_Cash,1,3,3,0,0,0,1,0,21600,0,0,350906400,0,3,0
133000304,1330003,(Old)Punisher_Cash,1,3,3,0,0,0,1,0,43200,0,0,350906400,0,3,0
133000305,1330003,(Old)Punisher_Cash,1,3,3,0,0,0,1,0,72000,0,0,350906400,0,3,0
133000306,1330003,(Old)Punisher_Cash,1,3,3,0,0,0,1,0,129600,0,0,350906400,0,3,0
133000401,1330004,(Old)Bluish Punisher_Cash,1,3,3,0,0,0,1,0,1440,0,0,350906400,0,3,0
133000402,1330004,(Old)Bluish Punisher_Cash,1,3,3,0,0,0,1,0,10080,0,0,350906400,0,3,0
133000403,1330004,(Old)Bluish Punisher_Cash,1,3,3,0,0,0,1,0,21600,0,0,350906400,0,3,0
133000404,1330004,(Old)Bluish Punisher_Cash,1,3,3,0,0,0,1,0,43200,0,0,350906400,0,3,0
133000405,1330004,(Old)Bluish Punisher_Cash,1,3,3,0,0,0,1,0,72000,0,0,350906400,0,3,0
133000406,1330004,(Old)Bluish Punisher_Cash,1,3,3,0,0,0,1,0,129600,0,0,350906400,0,3,0
133000501,1330005,BaseballBat(NewBase),1,3,3,0,0,0,1,0,1440,0,0,350906100,0,3,0
133000502,1330005,BaseballBat(NewBase),1,3,3,0,0,0,1,0,10080,0,0,350906100,0,3,0
133000503,1330005,BaseballBat(NewBase),1,3,3,0,0,0,1,0,21600,0,0,350906100,0,3,0
133000504,1330005,BaseballBat(NewBase),1,3,3,0,0,0,1,0,43200,0,0,350906100,0,3,0
133000505,1330005,BaseballBat(NewBase),1,3,3,0,0,0,1,0,72000,0,0,350906100,0,3,0
133000506,1330005,BaseballBat(NewBase),1,3,3,0,0,0,1,0,129600,0,0,350906100,0,3,0
133000601,1330006,Punisher(NewBase),1,3,3,0,0,0,1,1,1440,0,0,350506100,1,3,0
133000602,1330006,Punisher(NewBase),1,3,3,0,0,0,1,1,10080,0,0,350506100,1,3,0
133000603,1330006,Punisher(NewBase),1,3,3,0,0,0,1,1,21600,0,0,350506100,1,3,0
133000604,1330006,Punisher(NewBase),1,3,3,0,0,0,1,1,43200,0,0,350506100,1,3,0
133000605,1330006,Punisher(NewBase),1,3,3,0,0,0,1,1,72000,0,0,350506100,1,3,0
133000606,1330006,Punisher(NewBase),1,3,3,0,0,0,1,1,129600,0,0,350506100,1,3,0
133000701,1330007,Bluish Punisher(Achieve),1,3,3,0,0,0,1,1,1440,0,0,350106100,1,3,1
133000702,1330007,Bluish Punisher(Achieve),1,3,3,0,0,0,1,1,10080,0,0,350106100,1,3,1
133000703,1330007,Bluish Punisher(Achieve),1,3,3,0,0,0,1,1,21600,0,0,350106100,1,3,1
133000704,1330007,Bluish Punisher(Achieve),1,3,3,0,0,0,1,1,43200,0,0,350106100,1,3,1
133000705,1330007,Bluish Punisher(Achieve),1,3,3,0,0,0,1,1,72000,0,0,350106100,1,3,1
133000706,1330007,Bluish Punisher(Achieve),1,3,3,0,0,0,1,1,129600,0,0,350106100,1,3,1
133000801,1330008,Bluish Punisher(Cash),1,3,3,0,0,0,1,0,1440,0,0,350906100,0,3,0
133000802,1330008,Bluish Punisher(Cash),1,3,3,0,0,0,1,0,10080,0,0,350906100,0,3,0
133000803,1330008,Bluish Punisher(Cash),1,3,3,0,0,0,1,0,21600,0,0,350906100,0,3,0
133000804,1330008,Bluish Punisher(Cash),1,3,3,0,0,0,1,0,43200,0,0,350906100,0,3,0
133000805,1330008,Bluish Punisher(Cash),1,3,3,0,0,0,1,0,72000,0,0,350906100,0,3,0
133000806,1330008,Bluish Punisher(Cash),1,3,3,0,0,0,1,0,129600,0,0,350906100,0,3,0
133000901,1330009,(Bombmode)BaseballBat,1,3,3,0,0,0,1,1,60,0,0,350506100,1,3,0
141000101,1410001,M14,1,4,1,0,0,0,1,1,1440,0,0,330505500,1,4,0
141000102,1410001,M14,1,4,1,0,0,0,1,1,10080,0,0,330505500,1,4,0
141000103,1410001,M14,1,4,1,0,0,0,1,1,21600,0,0,330505500,1,4,0
141000104,1410001,M14,1,4,1,0,0,0,1,1,43200,0,0,330505500,1,4,0
141000105,1410001,M14,1,4,1,0,0,0,1,1,72000,0,0,330505500,1,4,0
141000201,1410002,IED SB,1,4,1,0,0,0,1,1,1440,0,0,330505500,1,4,0
141000202,1410002,IED SB,1,4,1,0,0,0,1,1,10080,0,0,330505500,1,4,0
141000203,1410002,IED SB,1,4,1,0,0,0,1,1,21600,0,0,330505500,1,4,0
141000204,1410002,IED SB,1,4,1,0,0,0,1,1,43200,0,0,330505500,1,4,0
141000205,1410002,IED SB,1,4,1,0,0,0,1,1,72000,0,0,330505500,1,4,0
141000301,1410003,M18 White,1,4,1,0,0,0,1,1,1440,0,0,330505500,1,4,0
141000302,1410003,M18 White,1,4,1,0,0,0,1,1,10080,0,0,330505500,1,4,0
141000303,1410003,M18 White,1,4,1,0,0,0,1,1,21600,0,0,330505500,1,4,0
141000304,1410003,M18 White,1,4,1,0,0,0,1,1,43200,0,0,330505500,1,4,0
141000305,1410003,M18 White,1,4,1,0,0,0,1,1,72000,0,0,330505500,1,4,0
141000306,1410003,M18 White,1,4,1,0,0,0,1,1,129600,0,0,330505500,1,4,0
141000401,1410004,M84 Stun Frag,1,4,1,0,0,0,1,1,1440,0,0,330505500,1,4,0
141000402,1410004,M84 Stun Frag,1,4,1,0,0,0,1,1,10080,0,0,330505500,1,4,0
